0001 0.1297621492049107
0003 2.884112306462899
0005 0.5326709512041773
0007 2.322201000988289
0008 -0.3512003832551134
0009 1.4861986356701034
0010 1.008149926525746
0011 2.876951512257976
0012 2.7513621485995636
0014 2.944021190494008
0015 4.350561787467892
0017 4.461072796168376
0018 -23.157976189285165
0020 -23.210993742132697
0022 -21.075453358348447
0023 -20.679119679189654
0024 -20.333589626468626
0025 -29.963837123180205
0026 -30.37957660785305
0027 -18.458756297959553
0028 -22.922529739374248
0029 -22.282709110838184
0030 -15.681903216040723
0031 -18.28292068341135
0032 -8.199523607065212
0033 -10.503703861298842
0034 -10.717340860803303
0035 -11.056856089919297
0036 -10.117376249411977
0037 -8.854354051057008
0038 4.437919142998856
0041 -2.009321962637339
0042 -19.728439517843945
0043 -17.14649510144805
0045 2.586422553573729
0046 0.6828580988168004
0048 2.535323917959255
0049 2.652061290372342
0050 0.37096331055319554
0051 -13.182188595241234
0052 -8.6332591248163
0053 20.100860451969897
0054 -8.677759792549047
0055 4.700717739435459
0056 -16.464495366931025
0057 -16.22389222002247
0058 4.736156927588635
0059 -16.232520985065708
0060 4.229478060054327
0061 4.790529623879425
0062 -4.924916830837057
0063 -7.002669673481137
0064 -11.02350796173119
0065 -13.216725194922935
0066 -17.742986325544237
0067 -2.724478087453517
0068 0.7149241047580587
0069 0.06475210746970377
0070 -11.1272424304784
0071 -1.6356984748339811
0072 -1.7051362205476832
0073 -17.537838680356156
0075 -17.41528097419581
0076 -14.93052027386924
0079 -16.740517145657268
0080 -15.563306931728295
0082 -9.402199484393478
0083 -14.12037778064072
0084 -15.657953387146303
0085 -16.355059396075504
0086 -15.720144424196384
0087 -15.618516423728568
0088 31.49198399117665
0091 -13.683374929927531
0092 -17.8663543914811
0093 -17.710332494268112
0094 -12.7489542071613
0095 -14.555710934728388
0097 -14.40232997414534
0098 -16.98717134693009
0099 -16.931251183474455
